sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
EVPK#9:1,we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,,,,,FALSE
EVPK#9:2,it was really good pizza.,,it,good pizza.,Positive,FALSE
EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),,,fully loaded:):):),Positive,FALSE
EVPK#9:4,you know what i mean all the positives things happening there made mw write this review.,,,,,FALSE
CLF#4:0,Single Worst Restaurant in Manhattan,,Restaurant,Single Worst,Positive,TRUE
CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",,,,,FALSE
CLF#4:2,Moving on.,,,,,FALSE
CLF#4:3,If I could give 0 stars I would do so for this place.,,,,,FALSE
CLF#4:4,Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,,Femme,to middle eastern dining,Positive,FALSE
CLF#4:5,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,,4 different results on citysearch,there are,Positive,FALSE
CLF#4:6,Well...they can run but they can't hide.,,,they can't hide.,Negative,FALSE
CLF#4:6,Well...they can run but they can't hide.,,,run,Negative,FALSE
CLF#4:7,I live in the West Village and I've been to a lot of restaurants.,,the West Village,been to a lot of restaurants.,Positive,FALSE
CLF#4:7,I live in the West Village and I've been to a lot of restaurants.,,I've,been to a lot of restaurants.,Positive,FALSE
CLF#4:8,"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.",,,,,FALSE
CLF#4:9,"However, most of them are at least prompt and pleasant.",,,,,FALSE
CLF#4:10,This place...god where do i begin.,,,,,FALSE
CLF#4:11,It is quite a spectacular scene i'll give them that.,,,,,FALSE
CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,,,distraction,Negative,FALSE
CLF#4:13,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",,,,,FALSE
BHD#4:0,Great Hot Dogs!,,Hot Dogs!,Great,Positive,TRUE
BHD#4:1,I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,,,,,FALSE
BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",,,,,FALSE
BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",,they're Slamwich,amazing!,Positive,TRUE
BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",,The hot dogs,"top notch,",Positive,TRUE
BHD#4:4,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",,,very happy!,Positive,FALSE
BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,,,,,FALSE
BHD#4:6,"But nonetheless--great spot, great food.",,,,,FALSE
BFC#7:0,Fabulous food - if the front of house staff don't put you off ,,food,Fabulous,Positive,TRUE
BFC#7:0,Fabulous food - if the front of house staff don't put you off ,,,,Positive,FALSE
BFC#7:1,We live nearby BFC.,We,,live nearby BFC.,Positive,FALSE
BFC#7:2,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years.",,,,,FALSE
BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",I,,would never return.,Negative,FALSE
BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",,,fantastic,Positive,FALSE
BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",,,over an hour later!,Negative,FALSE
BFC#7:5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,,,,,FALSE
BFC#7:6,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",I,,amused,Negative,FALSE
BFC#7:7,I'd be horrified if my staff were turning away customers so early and so rudely!,,,,,FALSE
BFC#7:8,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about.",,,,,FALSE
BFC#7:9,"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal.",,"person,",friendly,Positive,FALSE
BFC#7:10,"Again, I'd be super upset if that were my employee.",,,,,FALSE
BFC#7:11,"Considering you will spend at least $60 a head, I expect better service.",,,,,FALSE
BFC#7:12,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",,,,,FALSE
ADLT#6:0,"Maitre-D-""Eat and get out""",,,"out""",Positive,FALSE
ADLT#6:0,"Maitre-D-""Eat and get out""",,,"Maitre-D-""Eat",Positive,FALSE
ADLT#6:1,My family ate here last weekend.,,,,,FALSE
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,the maitre-D,arrogant.,Positive,TRUE
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,the maitre-D,incredibly unwelcoming,Positive,TRUE
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,The food,"fine,",Positive,TRUE
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,service,"fine,",Positive,TRUE
ADLT#6:3,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",,,,,FALSE
ADLT#6:4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",I,,never seen,Negative,FALSE
ADLT#6:5,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",,His response,"condescending, totally consistent",Positive,FALSE
ADLT#6:5,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",,His response,"smug, arrogant,",Positive,FALSE
ADLT#6:6,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",,,,,FALSE
ADLT#6:7,"If you go here, do it on his off-night.",,,,,FALSE
NP#9:0,Best meal in a long time!,,,long time!,Positive,FALSE
NP#9:0,Best meal in a long time!,,meal,Best,Positive,TRUE
NP#9:1,Mussles and calamari were superb Saturday evening.,,Mussles,superb Saturday evening.,Positive,TRUE
NP#9:1,Mussles and calamari were superb Saturday evening.,,calamari,superb Saturday evening.,Positive,TRUE
NP#9:2,I had the Lamb special which was perfect.,,,,,FALSE
NP#9:3,"My father had the flank steak which was very good, and my mother had the swordfish.",,the flank steak,"very good,",Positive,TRUE
TFS#2:0,The Four Seasons restaurant is a great experience.,,The Four Seasons restaurant,great experience.,Positive,TRUE
TFS#2:1,The food is great and the environment is even better.,,The food,great,Positive,TRUE
TFS#2:1,The food is great and the environment is even better.,,the environment,even better.,Negative,TRUE
TFS#2:2,Everyone must come here at least once.,,,come,Positive,FALSE
TFS#2:3,Highly recommend it!,,,recommend,Positive,FALSE
BHD#8:0,Taking Hot Dogs to the next level,,,,,FALSE
BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",,,,,FALSE
BHD#8:2,Here the hot dog is elevated to the level of a real entree with numerous variations available.,,,level of a real,Positive,FALSE
P#3:0,Great Atmosphere,,Atmosphere,Great,Positive,TRUE
P#3:1,Went to this place this place on a real cold night and needed a quick meal.,,,,,FALSE
P#3:2,"I highly recommend the fish tacos, everything else was ok.",I,,recommend,Positive,FALSE
P#3:3,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",,,,,FALSE
CLF#8:0,Poor service and management,,service,Poor,Positive,TRUE
CLF#8:0,Poor service and management,,management,Poor,Positive,TRUE
CLF#8:1,Dont go to this place!,,,,,FALSE
CLF#8:2,Had an awful experience at Casa la Femme on a Saturday dinner.,,,,,FALSE
CLF#8:3,Appetizers took nearly an hour.,,,,,FALSE
CLF#8:4,When the main course finally arrived (another 45mins) half of our order was missing.,,,,,FALSE
CLF#8:5,Never got an explanation as to what was going on.,,,,,FALSE
CLF#8:6,The manager was rude and handled the situation extremely poorly.,,The manager,rude,Positive,TRUE
CLF#8:6,The manager was rude and handled the situation extremely poorly.,,the situation,extremely poorly.,Negative,FALSE
CLF#8:7,"When we threatened to leave, we were offered a meager discount even though half the order was missing.",,,,,FALSE
CLF#8:8,"On the way out, we heard of other guests complaining about similar issues.",,,,,FALSE
CLF#8:9,Cant believe how an expensive NYC restaurant can be so disrespectful to its clients.,,,,,FALSE
ADLT#11:0,What a hassle!,,,,,FALSE
ADLT#11:1,"The food is very good, but not outstanding.",,The food,"very good,",Negative,TRUE
ADLT#11:1,"The food is very good, but not outstanding.",,The food,not outstanding.,Negative,TRUE
ADLT#11:2,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",,,table.,Positive,FALSE
ADLT#11:3,"On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.",,,,,FALSE
ADLT#11:4,"Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.",,,,,FALSE
ADLT#11:5,"Without the wait or attitude, I would probably go back, but there are just too many other restaurants in Brooklyn that are as good or better and don't make me jump through hoops.",,just too many other restaurants,there are,Positive,FALSE
ADLT#11:5,"Without the wait or attitude, I would probably go back, but there are just too many other restaurants in Brooklyn that are as good or better and don't make me jump through hoops.",I,,"would probably go back,",Negative,FALSE
WE#1:0,Expensive,,,Expensive,Negative,FALSE
WE#1:1,I went there after hearing how great it was.,,it,great,Positive,FALSE
WE#1:2,Wow.,,,,,FALSE
WE#1:3,"The bread was stale, the salad was overpriced and empty.",,The bread,empty.,Positive,TRUE
WE#1:3,"The bread was stale, the salad was overpriced and empty.",,salad,empty.,Positive,TRUE
WE#1:3,"The bread was stale, the salad was overpriced and empty.",,The bread,overpriced,Positive,TRUE
WE#1:4,"The pasta was well cooked, didn't have enough sauce though or flavor.",,,"cooked,",Positive,FALSE
WE#1:5,I though it was expensive and I prefer Bella Via just blocks away by far.,,it,expensive,Negative,FALSE
FF#6:0,So rude!!!,,,rude!!!,Negative,FALSE
FF#6:1,I went with JWILS.,,,,,FALSE
FF#6:2,Her review is above.,,Her review,above.,Positive,FALSE
FF#6:3,I was one of the people that went for this horrible experience.,,,,,FALSE
FF#6:4,My friend is 100% right in the experience we had.,,,,,FALSE
FF#6:5,The hostess was rude and I got a distinct feeling that they did not want to serve us.,,The hostess,rude,Negative,TRUE
FF#6:6,The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.,,,,,FALSE
